cell_num	coverage_mean	coverage_variance	eff_seq_err_rate	ado_rate	deletion_rate	insertion_rate	dataset	tool	snv_type	tool_setup	true_cell_names	cell_names	loci_info	true_ado_states	ado_states	true_positive	false_positive	true_negative	false_negative	recall	precision	f1_score	fall_out	true_positive_one_ado	false_positive_one_ado	true_negative_one_ado	false_negative_one_ado	recall_one_ado	precision_one_ado	f1_score_one_ado	fall_out_one_ado	true_positive_two_ados	false_positive_two_ados	true_negative_two_ados	false_negative_two_ados	recall_two_ados	precision_two_ados	f1_score_two_ados	fall_out_two_ados
40	5	20	0.001999	0.16334	0.0	0.0	0001	sieve	candidate_snvs	none_univ	/home/kang/research/SIEVE_benchmark_pipeline_43/benchmark_results/simulated_data/results/snv_cell_names	/home/kang/research/SIEVE_benchmark_pipeline_43/benchmark_results/sieve/from_candidate/variant_calling/none_univ/0001/none_univ_0001_mode_gaussian.cell_names	/home/kang/research/SIEVE_benchmark_pipeline_43/benchmark_results/sieve/from_candidate/variant_calling/none_univ/0001/none_univ_0001_mode_gaussian.loci_info	/home/kang/research/SIEVE_benchmark_pipeline_43/benchmark_results/simulated_data/results/ado_state_dir/ado_states.0001	/home/kang/research/SIEVE_benchmark_pipeline_43/benchmark_results/sieve/from_candidate/variant_calling/none_univ/0001/none_univ_0001_mode_gaussian.ado	669	559	20078	3374	0.16547118476378928	0.5447882736156352	0.2538417757541264	0.027087270436594462	669	559	20078	3374	0.16547118476378928	0.5447882736156352	0.2538417757541264	0.027087270436594462	0	0	24680	0	NA	NA	NA	0.0
40	5	20	0.001999	0.16334	0.0	0.0	0002	sieve	candidate_snvs	none_univ	/home/kang/research/SIEVE_benchmark_pipeline_43/benchmark_results/simulated_data/results/snv_cell_names	/home/kang/research/SIEVE_benchmark_pipeline_43/benchmark_results/sieve/from_candidate/variant_calling/none_univ/0002/none_univ_0002_median.cell_names	/home/kang/research/SIEVE_benchmark_pipeline_43/benchmark_results/sieve/from_candidate/variant_calling/none_univ/0002/none_univ_0002_median.loci_info	/home/kang/research/SIEVE_benchmark_pipeline_43/benchmark_results/simulated_data/results/ado_state_dir/ado_states.0002	/home/kang/research/SIEVE_benchmark_pipeline_43/benchmark_results/sieve/from_candidate/variant_calling/none_univ/0002/none_univ_0002_median.ado	612	476	20051	3421	0.15174807835358295	0.5625	0.23901581722319865	0.02318897062405612	612	476	20051	3421	0.15174807835358295	0.5625	0.23901581722319865	0.02318897062405612	0	0	24560	0	NA	NA	NA	0.0
40	5	20	0.001999	0.16334	0.0	0.0	0003	sieve	candidate_snvs	none_univ	/home/kang/research/SIEVE_benchmark_pipeline_43/benchmark_results/simulated_data/results/snv_cell_names	/home/kang/research/SIEVE_benchmark_pipeline_43/benchmark_results/sieve/from_candidate/variant_calling/none_univ/0003/none_univ_0003_median.cell_names	/home/kang/research/SIEVE_benchmark_pipeline_43/benchmark_results/sieve/from_candidate/variant_calling/none_univ/0003/none_univ_0003_median.loci_info	/home/kang/research/SIEVE_benchmark_pipeline_43/benchmark_results/simulated_data/results/ado_state_dir/ado_states.0003	/home/kang/research/SIEVE_benchmark_pipeline_43/benchmark_results/sieve/from_candidate/variant_calling/none_univ/0003/none_univ_0003_median.ado	273	201	20211	3635	0.06985670419651996	0.5759493670886076	0.1246006389776358	0.009847148736037623	273	201	20211	3635	0.06985670419651996	0.5759493670886076	0.1246006389776358	0.009847148736037623	0	0	24320	0	NA	NA	NA	0.0
40	5	20	0.001999	0.16334	0.0	0.0	0004	sieve	candidate_snvs	none_univ	/home/kang/research/SIEVE_benchmark_pipeline_43/benchmark_results/simulated_data/results/snv_cell_names	/home/kang/research/SIEVE_benchmark_pipeline_43/benchmark_results/sieve/from_candidate/variant_calling/none_univ/0004/none_univ_0004_median.cell_names	/home/kang/research/SIEVE_benchmark_pipeline_43/benchmark_results/sieve/from_candidate/variant_calling/none_univ/0004/none_univ_0004_median.loci_info	/home/kang/research/SIEVE_benchmark_pipeline_43/benchmark_results/simulated_data/results/ado_state_dir/ado_states.0004	/home/kang/research/SIEVE_benchmark_pipeline_43/benchmark_results/sieve/from_candidate/variant_calling/none_univ/0004/none_univ_0004_median.ado	16	10	12009	2285	0.006953498478922208	0.6153846153846154	0.013751611516974646	0.0008320159747067144	16	10	12009	2285	0.006953498478922208	0.6153846153846154	0.013751611516974646	0.0008320159747067144	0	0	14320	0	NA	NA	NA	0.0
40	5	20	0.001999	0.16334	0.0	0.0	0005	sieve	candidate_snvs	none_univ	/home/kang/research/SIEVE_benchmark_pipeline_43/benchmark_results/simulated_data/results/snv_cell_names	/home/kang/research/SIEVE_benchmark_pipeline_43/benchmark_results/sieve/from_candidate/variant_calling/none_univ/0005/none_univ_0005_median.cell_names	/home/kang/research/SIEVE_benchmark_pipeline_43/benchmark_results/sieve/from_candidate/variant_calling/none_univ/0005/none_univ_0005_median.loci_info	/home/kang/research/SIEVE_benchmark_pipeline_43/benchmark_results/simulated_data/results/ado_state_dir/ado_states.0005	/home/kang/research/SIEVE_benchmark_pipeline_43/benchmark_results/sieve/from_candidate/variant_calling/none_univ/0005/none_univ_0005_median.ado	62	41	20316	3981	0.015335147167944596	0.6019417475728155	0.029908345393150026	0.002014049221398045	62	41	20316	3981	0.015335147167944596	0.6019417475728155	0.029908345393150026	0.002014049221398045	0	0	24400	0	NA	NA	NA	0.0
40	5	20	0.001999	0.16334	0.0	0.0	0006	sieve	candidate_snvs	none_univ	/home/kang/research/SIEVE_benchmark_pipeline_43/benchmark_results/simulated_data/results/snv_cell_names	/home/kang/research/SIEVE_benchmark_pipeline_43/benchmark_results/sieve/from_candidate/variant_calling/none_univ/0006/none_univ_0006_median.cell_names	/home/kang/research/SIEVE_benchmark_pipeline_43/benchmark_results/sieve/from_candidate/variant_calling/none_univ/0006/none_univ_0006_median.loci_info	/home/kang/research/SIEVE_benchmark_pipeline_43/benchmark_results/simulated_data/results/ado_state_dir/ado_states.0006	/home/kang/research/SIEVE_benchmark_pipeline_43/benchmark_results/sieve/from_candidate/variant_calling/none_univ/0006/none_univ_0006_median.ado	290	230	15450	2710	0.09666666666666666	0.5576923076923077	0.16477272727272727	0.014668367346938774	290	230	15450	2710	0.09666666666666666	0.5576923076923077	0.16477272727272727	0.014668367346938774	0	0	18680	0	NA	NA	NA	0.0
40	5	20	0.001999	0.16334	0.0	0.0	0007	sieve	candidate_snvs	none_univ	/home/kang/research/SIEVE_benchmark_pipeline_43/benchmark_results/simulated_data/results/snv_cell_names	/home/kang/research/SIEVE_benchmark_pipeline_43/benchmark_results/sieve/from_candidate/variant_calling/none_univ/0007/none_univ_0007_median.cell_names	/home/kang/research/SIEVE_benchmark_pipeline_43/benchmark_results/sieve/from_candidate/variant_calling/none_univ/0007/none_univ_0007_median.loci_info	/home/kang/research/SIEVE_benchmark_pipeline_43/benchmark_results/simulated_data/results/ado_state_dir/ado_states.0007	/home/kang/research/SIEVE_benchmark_pipeline_43/benchmark_results/sieve/from_candidate/variant_calling/none_univ/0007/none_univ_0007_median.ado	87	51	17812	3450	0.02459711620016964	0.6304347826086957	0.0473469387755102	0.002855063539159156	87	51	17812	3450	0.02459711620016964	0.6304347826086957	0.0473469387755102	0.002855063539159156	0	0	21400	0	NA	NA	NA	0.0
40	5	20	0.001999	0.16334	0.0	0.0	0008	sieve	candidate_snvs	none_univ	/home/kang/research/SIEVE_benchmark_pipeline_43/benchmark_results/simulated_data/results/snv_cell_names	/home/kang/research/SIEVE_benchmark_pipeline_43/benchmark_results/sieve/from_candidate/variant_calling/none_univ/0008/none_univ_0008_median.cell_names	/home/kang/research/SIEVE_benchmark_pipeline_43/benchmark_results/sieve/from_candidate/variant_calling/none_univ/0008/none_univ_0008_median.loci_info	/home/kang/research/SIEVE_benchmark_pipeline_43/benchmark_results/simulated_data/results/ado_state_dir/ado_states.0008	/home/kang/research/SIEVE_benchmark_pipeline_43/benchmark_results/sieve/from_candidate/variant_calling/none_univ/0008/none_univ_0008_median.ado	728	690	21543	3559	0.16981572195008166	0.5133991537376587	0.2552147239263804	0.031034948050195656	728	690	21543	3559	0.16981572195008166	0.5133991537376587	0.2552147239263804	0.031034948050195656	0	0	26520	0	NA	NA	NA	0.0
40	5	20	0.001999	0.16334	0.0	0.0	0009	sieve	candidate_snvs	none_univ	/home/kang/research/SIEVE_benchmark_pipeline_43/benchmark_results/simulated_data/results/snv_cell_names	/home/kang/research/SIEVE_benchmark_pipeline_43/benchmark_results/sieve/from_candidate/variant_calling/none_univ/0009/none_univ_0009_median.cell_names	/home/kang/research/SIEVE_benchmark_pipeline_43/benchmark_results/sieve/from_candidate/variant_calling/none_univ/0009/none_univ_0009_median.loci_info	/home/kang/research/SIEVE_benchmark_pipeline_43/benchmark_results/simulated_data/results/ado_state_dir/ado_states.0009	/home/kang/research/SIEVE_benchmark_pipeline_43/benchmark_results/sieve/from_candidate/variant_calling/none_univ/0009/none_univ_0009_median.ado	105	71	18373	3691	0.027660695468914646	0.5965909090909091	0.052870090634441085	0.00384949034916504	105	71	18373	3691	0.027660695468914646	0.5965909090909091	0.052870090634441085	0.00384949034916504	0	0	22240	0	NA	NA	NA	0.0
40	5	20	0.001999	0.16334	0.0	0.0	0010	sieve	candidate_snvs	none_univ	/home/kang/research/SIEVE_benchmark_pipeline_43/benchmark_results/simulated_data/results/snv_cell_names	/home/kang/research/SIEVE_benchmark_pipeline_43/benchmark_results/sieve/from_candidate/variant_calling/none_univ/0010/none_univ_0010_median.cell_names	/home/kang/research/SIEVE_benchmark_pipeline_43/benchmark_results/sieve/from_candidate/variant_calling/none_univ/0010/none_univ_0010_median.loci_info	/home/kang/research/SIEVE_benchmark_pipeline_43/benchmark_results/simulated_data/results/ado_state_dir/ado_states.0010	/home/kang/research/SIEVE_benchmark_pipeline_43/benchmark_results/sieve/from_candidate/variant_calling/none_univ/0010/none_univ_0010_median.ado	371	288	20194	3667	0.09187716691431402	0.5629742033383915	0.157973174366617	0.01406112684308173	371	288	20194	3667	0.09187716691431402	0.5629742033383915	0.157973174366617	0.01406112684308173	0	0	24520	0	NA	NA	NA	0.0
