"cell_num" "coverage_mean" "coverage_variance" "eff_seq_err_rate" "ado_rate" "deletion_rate" "insertion_rate" "dataset" "total_snv_sites" "total_snv_entries" "parallel_mu_sites" "parallel_mu_entries" "prop_parallel_mu_sites" "prop_parallel_mu_entries"
100 20 10 0.001999 0.16334 0 0 1 1339 133900 6 120 0.00448095593726662 0.000896191187453323
100 20 10 0.001999 0.16334 0 0 2 1648 164800 5 60 0.00303398058252427 0.000364077669902913
100 20 10 0.001999 0.16334 0 0 3 1666 166600 10 126 0.00600240096038415 0.000756302521008403
100 20 10 0.001999 0.16334 0 0 4 988 98800 1 5 0.00101214574898785 5.06072874493927e-05
100 20 10 0.001999 0.16334 0 0 5 1433 143300 7 58 0.00488485694347523 0.000404745289602233
100 20 10 0.001999 0.16334 0 0 6 1576 157600 6 235 0.00380710659898477 0.00149111675126904
100 20 10 0.001999 0.16334 0 0 7 1323 132300 12 192 0.0090702947845805 0.00145124716553288
100 20 10 0.001999 0.16334 0 0 8 1217 121700 6 125 0.00493015612161052 0.00102711585866886
100 20 10 0.001999 0.16334 0 0 9 1352 135200 5 99 0.00369822485207101 0.000732248520710059
100 20 10 0.001999 0.16334 0 0 10 1486 148600 8 105 0.0053835800807537 0.000706594885598923
100 20 10 0.001999 0.16334 0 0 11 1629 162900 9 116 0.00552486187845304 0.000712093308778392
100 20 10 0.001999 0.16334 0 0 12 1096 109600 1 4 0.000912408759124088 3.64963503649635e-05
100 20 10 0.001999 0.16334 0 0 13 1540 154000 8 84 0.00519480519480519 0.000545454545454545
100 20 10 0.001999 0.16334 0 0 14 1333 133300 6 47 0.00450112528132033 0.000352588147036759
100 20 10 0.001999 0.16334 0 0 15 1564 156400 13 268 0.00831202046035806 0.00171355498721228
100 20 10 0.001999 0.16334 0 0 16 1416 141600 4 95 0.00282485875706215 0.00067090395480226
100 20 10 0.001999 0.16334 0 0 17 1540 154000 4 125 0.0025974025974026 0.000811688311688312
100 20 10 0.001999 0.16334 0 0 18 1361 136100 9 246 0.00661278471711976 0.00180749448934607
100 20 10 0.001999 0.16334 0 0 19 1443 144300 7 85 0.00485100485100485 0.000589050589050589
100 20 10 0.001999 0.16334 0 0 20 1546 154600 5 47 0.00323415265200517 0.000304010349288486
